Date,AAPL,BA,CAT,CVX,GS,JNJ,JPM,KO,MA,MSFT,NVDA,PFE,TSLA,V,WMT,XOM
2024-10-21,236.47999572753906,159.82000732421875,390.4800109863281,150.8800048828125,517.7999877929688,162.8300018310547,223.0,69.44999694824219,515.010009765625,418.7799987792969,143.7100067138672,28.93000030517578,218.85000610351562,286.8500061035156,80.80999755859375,120.08000183105469
2024-10-22,235.86000061035156,159.8800048828125,388.4599914550781,150.9199981689453,518.2999877929688,163.4499969482422,224.1199951171875,69.44999694824219,513.02001953125,427.510009765625,143.58999633789062,28.84000015258789,217.97000122070312,284.7900085449219,82.0199966430664,120.69999694824219
2024-10-23,230.75999450683594,157.05999755859375,385.7300109863281,150.47999572753906,517.2000122070312,165.86000061035156,223.41000366210938,68.01000213623047,513.72998046875,424.6000061035156,139.55999755859375,28.860000610351562,213.64999389648438,283.760009765625,83.2699966430664,120.2699966430664
2024-10-24,230.57000732421875,155.1999969482422,387.05999755859375,150.4499969482422,524.5,163.6699981689453,224.97999572753906,67.30000305175781,510.6199951171875,424.7300109863281,140.41000366210938,28.639999389648438,260.4800109863281,283.2200012207031,83.04000091552734,119.58999633789062
2024-10-25,231.41000366210938,155.00999450683594,385.9700012207031,150.80999755859375,512.5999755859375,160.8800048828125,222.30999755859375,66.91999816894531,507.3599853515625,428.1499938964844,141.5399932861328,28.450000762939453,269.19000244140625,281.7300109863281,82.51000213623047,119.48999786376953
2024-10-28,233.39999389648438,150.69000244140625,390.6099853515625,150.5399932861328,523.5800170898438,161.60000610351562,225.5,66.66999816894531,508.2099914550781,426.5899963378906,140.52000427246094,28.860000610351562,262.510009765625,284.19000244140625,82.75,118.9000015258789
2024-10-29,233.6699981689453,152.97999572753906,387.510009765625,148.52000427246094,524.280029296875,160.08999633789062,222.89999389648438,65.55999755859375,506.2799987792969,431.95001220703125,141.25,28.459999084472656,259.5199890136719,281.8800048828125,81.69999694824219,117.27999877929688
2024-10-30,230.10000610351562,154.2899932861328,379.239990234375,148.0500030517578,524.4000244140625,160.61000061035156,224.41000366210938,65.91999816894531,513.6900024414062,432.5299987792969,139.33999633789062,28.520000457763672,257.54998779296875,290.1600036621094,81.38999938964844,116.69000244140625
2024-10-31,225.91000366210938,149.30999755859375,376.20001220703125,148.82000732421875,517.7899780273438,159.86000061035156,221.9199981689453,65.30999755859375,499.5899963378906,406.3500061035156,132.75999450683594,28.299999237060547,249.85000610351562,289.8500061035156,81.94999694824219,116.77999877929688
2024-11-01,222.91000366210938,154.58999633789062,379.6300048828125,153.07000732421875,519.3499755859375,160.1300048828125,222.94000244140625,65.01000213623047,508.0799865722656,410.3699951171875,135.39999389648438,28.09000015258789,248.97999572753906,290.739990234375,82.19000244140625,114.94999694824219
